------ Begin Next Fly'm ------
10,11.9016,216.53,1.89189e+06
11,23.6051,216.086,1.99099e+06
12,34.0967,215.698,2.09009e+06
13,43.5644,215.356,2.18919e+06
14,52.1574,215.054,2.28829e+06
15,59.9985,214.785,2.38739e+06
16,67.1844,214.544,2.48649e+06
17,73.7974,214.327,2.58559e+06
18,79.9094,214.132,2.68468e+06
19,85.5772,213.955,2.78378e+06
20,90.8479,213.794,2.88288e+06
21,95.7653,213.647,2.98198e+06
22,100.362,213.513,3.08108e+06
23,104.67,213.39,3.18018e+06
24,108.721,213.277,3.27928e+06
25,112.534,213.173,3.37838e+06
26,116.133,213.076,3.47748e+06
27,119.532,212.987,3.57658e+06
28,122.748,212.904,3.67568e+06
29,125.8,212.827,3.77477e+06
30,128.699,212.755,3.87387e+06
31,131.456,212.688,3.97297e+06
32,134.079,212.626,4.07207e+06
33,136.581,212.567,4.17117e+06
34,138.97,212.512,4.27027e+06
35,141.255,212.46,4.36937e+06
36,143.437,212.411,4.46847e+06
37,145.528,212.365,4.56757e+06
38,147.535,212.322,4.66667e+06
39,149.459,212.281,4.76577e+06
40,151.305,212.243,4.86486e+06
41,153.083,212.206,4.96396e+06
42,154.79,212.171,5.06306e+06
43,156.435,212.139,5.16216e+06
44,158.021,212.107,5.26126e+06
45,159.547,212.078,5.36036e+06
46,161.023,212.049,5.45946e+06
47,162.445,212.023,5.55856e+06
48,163.821,211.997,5.65766e+06
49,165.149,211.973,5.75676e+06
50,166.434,211.949,5.85586e+06
51,167.678,211.927,5.95496e+06
52,168.882,211.906,6.05405e+06
53,170.049,211.885,6.15315e+06
54,171.181,211.866,6.25225e+06
55,172.278,211.847,6.35135e+06
56,173.342,211.829,6.45045e+06
57,174.375,211.812,6.54955e+06
58,175.379,211.795,6.64865e+06
59,176.354,211.779,6.74775e+06
60,177.301,211.764,6.84685e+06
61,178.223,211.749,6.94595e+06
62,179.12,211.735,7.04505e+06
63,179.992,211.722,7.14414e+06
64,180.841,211.709,7.24324e+06
65,181.669,211.696,7.34234e+06
66,182.474,211.684,7.44144e+06
67,183.26,211.672,7.54054e+06
68,184.026,211.661,7.63964e+06
69,184.772,211.65,7.73874e+06
70,185.501,211.639,7.83784e+06
71,186.212,211.629,7.93694e+06
72,186.906,211.619,8.03604e+06
73,187.583,211.61,8.13514e+06
74,188.245,211.6,8.23423e+06
75,188.891,211.591,8.33333e+06
76,189.523,211.583,8.43243e+06
77,190.141,211.574,8.53153e+06
78,190.744,211.566,8.63063e+06
79,191.335,211.558,8.72973e+06
80,191.913,211.551,8.82883e+06
81,192.478,211.543,8.92793e+06
82,193.031,211.536,9.02703e+06
83,193.573,211.529,9.12613e+06
84,194.104,211.522,9.22523e+06
85,194.623,211.516,9.32432e+06
86,195.132,211.509,9.42342e+06
87,195.631,211.503,9.52252e+06
88,196.119,211.497,9.62162e+06
89,196.598,211.491,9.72072e+06
90,197.068,211.485,9.81982e+06
91,197.528,211.48,9.91892e+06
92,197.98,211.474,1.0018e+07
93,198.423,211.469,1.01171e+07
94,198.858,211.464,1.02162e+07
95,199.284,211.459,1.03153e+07
96,199.703,211.454,1.04144e+07
97,200.114,211.449,1.05135e+07
98,200.518,211.444,1.06126e+07
99,200.914,211.44,1.07117e+07
100,201.303,211.435,1.08108e+07
101,201.686,211.431,1.09099e+07
102,202.062,211.427,1.1009e+07
103,202.431,211.422,1.11081e+07
104,202.794,211.418,1.12072e+07
105,203.151,211.414,1.13063e+07
106,203.501,211.411,1.14054e+07
107,203.846,211.407,1.15045e+07
108,204.185,211.403,1.16036e+07
109,204.519,211.4,1.17027e+07
110,204.847,211.396,1.18018e+07
111,205.169,211.393,1.19009e+07
112,205.487,211.389,1.2e+07
113,205.8,211.386,1.20991e+07
114,206.107,211.383,1.21982e+07
115,206.41,211.38,1.22973e+07
116,206.708,211.377,1.23964e+07
117,207.001,211.374,1.24955e+07
118,207.29,211.371,1.25946e+07
119,207.575,211.368,1.26937e+07
120,207.855,211.365,1.27928e+07
121,208.131,211.362,1.28919e+07
122,208.403,211.359,1.2991e+07
123,208.671,211.357,1.30901e+07
124,208.935,211.354,1.31892e+07
125,209.195,211.352,1.32883e+07
126,209.451,211.349,1.33874e+07
127,209.704,211.347,1.34865e+07
128,209.953,211.344,1.35856e+07
129,210.199,211.342,1.36847e+07
130,210.441,211.34,1.37838e+07
131,210.68,211.337,1.38829e+07
132,210.916,211.335,1.3982e+07
133,211.148,211.333,1.40811e+07
134,211.377,211.331,1.41802e+07
135,211.603,211.329,1.42793e+07
136,211.826,211.326,1.43784e+07
137,212.046,211.324,1.44775e+07
138,212.263,211.322,1.45766e+07
139,212.477,211.32,1.46757e+07
140,212.689,211.319,1.47748e+07
141,212.898,211.317,1.48739e+07
142,213.104,211.315,1.4973e+07
143,213.307,211.313,1.50721e+07
144,213.508,211.311,1.51712e+07
145,213.706,211.309,1.52703e+07
146,213.902,211.308,1.53694e+07
147,214.095,211.306,1.54685e+07
148,214.286,211.304,1.55676e+07
149,214.474,211.303,1.56667e+07
150,214.661,211.301,1.57658e+07
151,214.844,211.299,1.58649e+07
152,215.026,211.298,1.5964e+07
153,215.206,211.296,1.60631e+07
154,215.383,211.295,1.61622e+07
155,215.558,211.293,1.62613e+07
156,215.732,211.292,1.63604e+07
157,215.903,211.29,1.64595e+07
158,216.072,211.289,1.65586e+07
159,216.239,211.287,1.66577e+07
160,216.404,211.286,1.67568e+07
161,216.568,211.285,1.68559e+07
162,216.729,211.283,1.6955e+07
163,216.889,211.282,1.70541e+07
164,217.046,211.281,1.71532e+07
165,217.203,211.279,1.72523e+07
166,217.357,211.278,1.73514e+07
167,217.509,211.277,1.74505e+07
168,217.66,211.276,1.75495e+07
169,217.81,211.275,1.76486e+07
170,217.957,211.273,1.77477e+07
171,218.103,211.272,1.78468e+07
172,218.248,211.271,1.79459e+07
173,218.391,211.27,1.8045e+07
