Physics,Sections,CFG,mse,var_diff,FID
phys,secsig10,5,5772.119079589844,10.54976670661262,109.14189039255962
phys,sec200,1,13938.22647857666,23.449594387537218,107.90543211316484
nophys,secsig30,3,4230.872445678711,11.720091145548103,114.53293861361006
nophys,secsig30,4,8162.649170684815,8.865412666962374,110.43502973695342
phys,sec10,7,31539.935733795166,82.10385693002752,119.06482659422838
nophys,sec10,1,25846.020947265624,17.973676987881444,114.13048892024024
phys,sec10,8,37110.15385284424,59.96575310692388,122.00422862051364
phys,sec30,8,4530.392875289917,47.86648121353582,125.40599176256448
phys,secsig200,5,14411.628369140624,12.151064785811233,118.77352181895822
nophys,sec200,8,25067.460984802245,14.779703436824772,110.37609414230656
nophys,sec30,3,4577.458532714843,15.728270046705251,118.76174389310707
nophys,sec200,3,3909.5394897460938,16.352575514412937,108.21385455405763
phys,sec10,1,19869.10223388672,24.378067077391066,115.14786156785676
nophys,secsig30,6,20040.734654998778,7.510747222966697,107.04525661495484
nophys,sec30,6,7979.398625946045,25.572250972505426,116.20597947800657
nophys,secsig100,8,9257.274962615968,14.233248614450883,110.4789963585691
nophys,sec10,5,21281.89989013672,22.74725232709723,110.52166032707153
phys,sec10,2,12014.262463378906,25.4760520104007,118.2367514446212
phys,secsig10,1,11834.362670898438,22.21939388069314,111.54392384871775
nophys,sec100,1,16405.185986328124,20.867520802771562,107.0361862091722
phys,secsig100,3,4410.8462890625,11.564989910465735,116.4033941824785
phys,secsig30,4,7130.100936889648,9.665555714432442,114.6708099568635
nophys,secsig100,7,11198.34077987671,15.56539945424214,108.75781425788618
nophys,secsig200,7,26523.745685577393,11.83279991772542,104.98974365417348
nophys,secsig10,2,6253.501779174805,11.896106162168916,116.44095504524057
phys,secsig100,6,9716.358219909667,15.181418738517646,111.038729421167
phys,secsig10,6,5970.787515258789,15.138265270732882,102.80268484907431
nophys,secsig200,5,16058.614729309082,7.250318642742975,110.38557566156373
nophys,secsig10,7,5314.843116760254,14.355906838481104,105.63472198118556
nophys,secsig30,1,21596.110217285157,14.681751622503048,112.79564240126201
nophys,sec10,6,25220.008348083495,36.58597237482029,115.07726895046687
nophys,secsig100,6,9360.781008911134,15.2697608596052,105.28475004221764
phys,sec200,5,11510.163458251953,13.496729766663497,117.51980378574135
nophys,secsig200,3,3631.2800689697265,14.183032758532823,114.44699086798296
nophys,sec100,2,5851.339358615875,18.064019504616493,109.30205061053348
phys,secsig200,2,5806.980308914184,22.743452413361837,111.80750731368126
nophys,secsig200,4,6375.580151367188,16.99869527262807,110.86965543574676
phys,secsig30,1,15223.262078857422,17.6436380553513,109.95039051130293
phys,secsig10,3,4568.678796386719,14.74607628667636,115.87317369373952
phys,secsig10,4,4625.0487808227535,15.523528369382296,107.5931533926586
phys,sec200,6,13323.891763305664,18.68979253782079,114.96654263854975
nophys,sec200,4,9912.094143676757,14.97828655956248,103.93194897473442
phys,secsig30,3,4972.675643920898,8.41106747287436,119.2476656440524
phys,sec200,2,5599.3755554199215,17.916938124488613,111.03922022623199
phys,sec30,1,19711.968377685545,21.61595709755371,118.31399583006692
nophys,sec10,3,14648.28236618042,17.61601061967296,113.97626377286092
nophys,secsig30,2,7269.038114738464,11.284347230575543,114.31316287857926
nophys,secsig100,3,3737.117987060547,12.09042990345614,108.33192352386652
nophys,secsig10,4,4785.5504898071285,8.361533553658205,107.77056685099762
nophys,sec100,3,3963.687857055664,16.747403573314397,104.58985721669944
nophys,secsig100,2,7916.723254394531,15.452647802224158,113.25892913252399
phys,secsig30,5,9738.278718566895,10.879624593121557,112.08692203399956
phys,sec100,5,10765.607723999023,17.67938207732859,118.42603857941613
nophys,sec10,8,41104.24860839844,51.62904166533514,125.44787006095683
phys,secsig100,1,17567.661254882812,20.018938966318178,111.57791913320435
phys,secsig200,7,14163.993196868896,21.329425971844167,113.72448948395554
phys,sec200,7,11643.994425964356,23.26329061350754,117.92919110877574
phys,secsig100,2,8459.416357803344,17.12923781457266,117.42401591496996
phys,secsig10,8,5829.523997497558,22.894313037570857,116.8383534035132
phys,secsig10,7,5506.442303466797,15.471121329968971,107.02930928167527
nophys,secsig200,1,22611.52752075195,20.40671835984138,110.56555726467869
nophys,secsig30,5,13073.453701782226,13.629135046957064,109.09316314031007
phys,secsig100,8,7119.885112762451,32.871529170745156,120.95172488863525
nophys,sec200,2,8260.065100288391,21.22881808107093,107.56732068261317
nophys,sec30,1,20566.150999450685,18.3866072958216,115.25160272948543
phys,secsig30,6,11871.629014587403,11.69930167129696,113.5664965431902
phys,secsig200,3,4075.1972229003904,16.768748362735714,116.16006608130195
nophys,secsig200,6,18283.515824127197,11.535579852076774,106.61790896606253
nophys,secsig10,3,3738.9098205566406,11.061326375830372,110.74090198988361
phys,secsig30,2,5122.167639255524,12.641365972821086,112.71198320077062
phys,secsig100,5,8246.412728881836,18.028608167956502,115.51656334364168
nophys,sec200,6,15993.354744720458,13.204404515195677,108.19269502721724
phys,sec30,4,4381.971685791015,22.028629194253806,121.99544888724714
nophys,sec30,7,9111.695187377929,31.539718700124702,116.4906722092488
phys,secsig200,6,13747.39820098877,20.506962136344093,115.73534911571332
nophys,secsig100,1,21910.26936645508,16.504708745778935,109.51156759987188
phys,sec30,3,5744.007699584961,20.263286646000104,124.14606058092912
phys,sec200,3,4707.982623291015,16.61146575836835,110.5356682039588
nophys,secsig30,7,21421.82272567749,6.703059565851123,105.46912743664159
phys,sec100,4,7445.090515136719,17.686134487480125,114.58981093791945
phys,secsig200,4,11136.420233154297,12.673921392907364,118.22338451271318
phys,sec10,5,9970.189865112305,40.616664153353405,115.4095879733776
phys,secsig200,8,10621.374487686156,25.310793823944604,115.69028822777008
nophys,secsig100,5,8505.758396148682,9.249122411855222,106.10565221546203
nophys,sec30,4,4578.498655319214,17.743594224287655,118.32219041478147
nophys,sec30,8,11441.323124694823,27.591345376815223,118.48639578372479
nophys,secsig10,8,3293.1564758300783,18.07105094568205,109.79006469908413
nophys,sec10,7,29125.18780670166,52.49323850141972,118.50154568389178
nophys,secsig200,2,7862.62004776001,14.322890185206674,113.61028948939324
phys,sec10,4,13748.002893066407,43.44234028766998,113.93313051434703
nophys,sec200,5,12784.6273563385,12.7930854396163,107.29332885445884
nophys,secsig10,6,7540.152787017822,9.947893470864718,103.2355426333645
phys,sec30,6,3980.9998825073244,30.26510933997206,119.65318058374598
nophys,secsig10,1,18271.235986328124,13.933763271817487,109.41071522756059
phys,secsig200,1,17924.30008544922,21.625334221138907,109.00755659194803
phys,secsig10,2,7647.870471191406,18.761056759057567,113.77370576406568
phys,sec100,6,18954.89021759033,14.783240328096147,115.76241483915533
nophys,sec200,1,15682.273052978515,23.488548127861407,109.29239936437789
phys,sec10,6,23687.445194625856,74.15803967251361,117.96726184495552
nophys,sec10,4,11746.706420135499,23.604444074496598,112.89493639290836
phys,secsig30,8,12667.620629501344,12.678667752485785,128.37796810671048
phys,sec100,3,4605.774844360351,22.344231726667154,114.33347421257979
phys,sec100,2,5385.523577880859,15.18156977824616,113.30584972448135
nophys,sec100,7,33996.98307418823,8.803758700204956,108.57652212921798
phys,sec10,3,11935.853289794923,25.397946894080384,116.12806282169531
phys,sec100,7,13737.932748413086,18.638564693880582,118.70577235347324
nophys,sec100,5,15167.411631393432,16.123666684887944,108.26684466832992
phys,sec200,8,10559.259080505371,24.82280362922274,122.98872285814609
phys,secsig100,7,8732.243978881836,22.48254034636701,115.38437599816231
nophys,sec100,8,34666.39922332764,10.143005376603615,114.13877493154912
nophys,sec100,4,7345.675581359863,15.109851615276474,105.41141167796313
phys,secsig100,4,7103.619143676758,11.500919253113349,114.70873917243716
phys,secsig30,7,14071.225870132446,11.028663652581969,117.8263430941744
nophys,sec30,5,5819.106147003174,17.172314664099453,113.41238246340829
nophys,sec30,2,11855.19287261963,15.04576742168336,119.69306550675132
phys,sec200,4,7421.889596557618,12.446308934746515,116.86609015547978
nophys,sec100,6,23955.53941574097,12.052068374518054,109.39233361732545
phys,sec100,1,13669.919567871093,25.835148060765526,111.23180377259375
nophys,secsig30,8,21284.06381225586,8.357761969454595,108.05373922269294
phys,sec30,5,4045.2655197143554,24.814838790588006,121.75126757789494
