Physics,Sections,CFG,mse,var_diff,FID
phys,secsig10,5,30131.67543029785,50.92667945955772,98.6128254518823
phys,sec10,7,21260.68660507202,208.87773690850958,114.0424389666861
phys,sec10,8,31115.656718444825,205.00924472602574,116.02153203290884
phys,sec30,8,8834.045798873902,124.17252523894543,124.82839771953778
phys,sec10,1,10043.546142578125,70.88025735333747,102.63259833613287
phys,secsig25,2,6990.993237304688,56.933468542431285,107.89101945267832
phys,sec25,8,83444.66748046875,102.36875492780432,119.75186025333828
phys,secsig25,4,38010.44770507813,44.420231737105375,111.35740108038192
phys,sec15,4,63607.20324707031,61.80530674888676,113.61915033587195
phys,sec10,2,7203.329602050781,86.35796779281752,110.84137354835755
phys,secsig10,1,8500.629467773437,62.25812897549717,99.94538331497485
phys,secsig30,4,60256.67459106445,29.275063992707874,106.33704093637637
phys,secsig20,1,7892.046850585937,51.812756331032425,102.30146004432595
phys,secsig20,2,8053.087255859375,42.587784770664996,107.86046472876588
phys,secsig10,6,40298.59274902344,42.34057140764329,101.44877982165224
phys,secsig20,8,69938.37139587403,43.3041660495288,123.68227609683979
phys,secsig25,8,34591.05557861328,112.79405953487208,125.33861142378314
phys,sec20,2,6587.808291816711,52.30751829184155,107.72890187831392
phys,sec20,7,46295.18026123047,69.74991175023649,117.26164139823341
phys,secsig30,1,7350.035424804688,57.401290440385914,101.66877142253907
phys,secsig10,3,22456.157421875,34.58718614659591,109.40343374261677
phys,sec15,7,86246.80627441406,114.30302017893257,115.53102545339534
phys,secsig10,4,23613.963635253906,47.060563346777826,100.95139344246222
phys,sec15,2,12556.82692565918,55.349006596804216,112.56558014083907
phys,sec25,5,106467.94172973633,57.50351923327719,102.47818023532605
phys,secsig30,3,27651.94957885742,47.6555787806481,107.57208392768946
phys,sec30,1,11536.63046875,67.33926715391206,107.47396207106988
phys,secsig15,2,5532.910229492188,61.03571915794775,107.57525021888037
phys,secsig25,3,20813.320999145508,51.00814548309027,106.7393886781067
phys,secsig30,5,67014.890234375,25.641230265325284,108.17009300405334
phys,secsig10,8,21455.213806152344,64.5749060497524,114.9801419416975
phys,secsig10,7,27122.097912597656,60.17769667224915,106.9574964180382
phys,sec25,7,94345.27342529297,80.65362295046036,110.34436172045969
phys,secsig20,6,80665.10859375,31.399617199992104,107.92311742808775
phys,secsig30,6,69419.94787902832,37.83306868331331,111.89383127400865
phys,sec15,3,27106.461340332033,51.131544117486854,116.45325927541349
phys,secsig30,2,11704.738708496094,38.860300259067614,109.20828060031083
phys,sec20,5,54085.71370849609,38.90339044650632,114.91668416841647
phys,sec30,4,23050.061682128908,55.32828902541705,115.27828448491286
phys,sec15,5,105867.22565917969,62.80867596070074,113.66603097108278
phys,sec25,6,66536.79036865235,102.07127997040587,108.74601278548448
phys,sec30,3,16073.52001953125,51.54835716855147,115.23981866897739
phys,secsig25,7,37685.57347412109,77.39367782274009,114.98353869866301
phys,sec10,5,4279.4697265625,110.86891953507677,104.4291683465437
phys,sec20,1,7975.58984375,64.30866958726381,107.14979405004533
phys,secsig25,1,8820.039892578125,50.413618731745046,106.432565873629
phys,secsig15,5,10949.66044921875,58.171067989559525,110.45211902873616
phys,secsig15,7,7283.446355438233,83.18194878658142,114.77931760326734
phys,sec25,4,86697.29088439941,51.47123565356064,105.13971617763573
phys,sec25,3,39830.31245307923,52.39545807400236,108.14160389698868
phys,secsig15,3,10930.71827392578,51.379212436297806,110.86662852685656
phys,secsig15,6,15871.803073120118,67.52724743948822,110.95794262477189
phys,sec25,2,26906.203125,57.9356999783749,109.45921940873079
phys,secsig15,1,10622.81572265625,54.176790165663206,100.79670184326959
phys,sec10,4,5116.335437011719,82.87566526153041,102.7274931766877
phys,sec15,6,123141.05645751953,47.087879488092334,112.12888462017327
phys,secsig25,5,40067.486364746095,64.60285666315944,112.25897660010313
phys,sec30,6,20504.363494873047,85.04903069877751,116.12247190238433
phys,secsig25,6,54405.34886474609,65.36584245178322,111.86123256008129
phys,secsig10,2,9834.541943359374,47.82056508628218,111.58053231738643
phys,secsig20,4,61693.41809692383,37.402506529013905,101.27861925317582
phys,sec10,6,9060.08090057373,182.0197723060764,106.02753630233948
phys,secsig30,8,70030.74420166016,42.62242402092005,126.56423918306112
phys,sec10,3,4392.458978271485,93.13363900680926,104.44506266594806
phys,secsig20,7,65724.9897644043,38.41275482814547,114.13342052853666
phys,sec20,8,52026.72820968628,95.82310786241294,121.63008073111584
phys,sec20,3,18848.675524902344,52.82470132272865,114.17269494775141
phys,secsig20,5,80952.39125976563,30.327193814784902,103.68680226452156
phys,sec20,6,76023.42292480469,52.386536762677906,118.30682405550094
phys,secsig30,7,73121.23657989502,28.09275008409326,118.59732032298044
phys,sec15,1,5994.883068847656,50.16103666446467,106.1519231596571
phys,sec15,8,73616.82181396484,135.79876933777524,118.38151329530565
phys,sec30,5,29164.89108886719,83.05133595401057,114.64151685370935
phys,secsig15,4,15454.991278076172,49.226651613478836,104.71488459647408
phys,sec30,2,7284.083255004883,50.04740009405283,115.68844516016611
phys,sec20,4,45977.30705566406,58.46671047662242,116.73733748134107
phys,sec25,1,9481.0681640625,73.4932518035528,106.70774536627209
phys,secsig15,8,6254.177644348145,95.33349532296995,118.98128912144091
phys,sec30,7,9752.94419555664,113.89230608059927,118.77521684537142
phys,secsig20,3,33661.91978302002,36.922749413198204,108.12724832776283
